                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                   1163,                0.75461,                0.38637,                0.79071,                0.90432,                0.68743,                0.81696,                0.43639,                  1.441,                0.65008,                0.83909,              0.0012331,              0.0012331,              0.0012331
                   1164,                0.74488,                0.35328,                0.79885,                0.90394,                0.68439,                0.80582,                0.43379,                 1.4402,                0.66107,                0.83663,              0.0012324,              0.0012324,              0.0012324
                   1165,                 0.7324,                0.37952,                0.80165,                0.88834,                0.67273,                0.80053,                0.43624,                 1.4163,                0.65333,                 0.8346,              0.0012318,              0.0012318,              0.0012318
                   1166,                0.73707,                0.36485,                0.78196,                0.88462,                0.67273,                0.79988,                0.44309,                 1.4004,                0.65114,                0.83372,              0.0012311,              0.0012311,              0.0012311
                   1167,                0.72138,                0.37905,                0.79583,                0.86728,                0.69091,                0.80141,                0.43362,                 1.4164,                0.64913,                0.83491,              0.0012304,              0.0012304,              0.0012304
                   1168,                0.71539,                0.35529,                0.79801,                0.87519,                0.69091,                0.78923,                0.43084,                 1.4155,                 0.6618,                0.83473,              0.0012298,              0.0012298,              0.0012298
                   1169,                0.72929,                0.37024,                0.79274,                0.88898,                0.67943,                0.79967,                 0.4365,                 1.4198,                0.66358,                0.83522,              0.0012291,              0.0012291,              0.0012291
                   1170,                0.75208,                0.37809,                0.78029,                0.91282,                0.67273,                 0.8035,                0.44054,                 1.4493,                0.68824,                0.83632,              0.0012285,              0.0012285,              0.0012285
                   1171,                0.74643,                  0.374,                0.78297,                0.91072,                0.68003,                 0.8022,                0.44676,                 1.4433,                0.68257,                0.83568,              0.0012278,              0.0012278,              0.0012278
                   1172,                 0.7714,                0.37493,                0.79793,                0.95839,                0.67273,                0.82127,                0.45776,                 1.4427,                0.66063,                0.83489,              0.0012271,              0.0012271,              0.0012271
                   1173,                0.77238,                0.38693,                0.79262,                0.94859,                0.67097,                0.82466,                 0.4459,                  1.447,                0.66342,                0.83513,              0.0012265,              0.0012265,              0.0012265
                   1174,                0.77916,                0.38464,                0.79869,                0.92516,                0.68485,                0.81777,                0.43538,                  1.452,                0.66363,                0.83493,              0.0012258,              0.0012258,              0.0012258
                   1175,                0.80751,                0.39914,                0.76834,                0.93126,                0.69091,                0.81805,                0.44307,                 1.4456,                0.64172,                 0.8356,              0.0012252,              0.0012252,              0.0012252
                   1176,                0.70988,                0.35351,                0.80065,                0.91814,                0.69091,                0.81786,                0.43521,                 1.4491,                0.64289,                 0.8361,              0.0012245,              0.0012245,              0.0012245
                   1177,                0.74082,                0.37838,                0.78581,                0.89638,                0.68161,                0.80437,                0.42305,                 1.4616,                 0.6498,                0.83612,              0.0012238,              0.0012238,              0.0012238
                   1178,                 0.8453,                  0.378,                0.80732,                0.92068,                0.67273,                0.80434,                  0.433,                 1.4413,                0.66434,                0.83542,              0.0012232,              0.0012232,              0.0012232
                   1179,                0.80761,                0.40396,                0.78584,                0.92266,                0.67273,                0.80435,                0.43405,                 1.4423,                0.66198,                0.83633,              0.0012225,              0.0012225,              0.0012225
                   1180,                0.82091,                0.38067,                0.80325,                0.91275,                0.67273,                0.80874,                0.43306,                   1.44,                0.67108,                0.83425,              0.0012219,              0.0012219,              0.0012219
                   1181,                0.76041,                 0.3928,                0.79567,                0.93103,                0.67273,                0.81425,                0.43491,                 1.4264,                 0.6677,                0.83197,              0.0012212,              0.0012212,              0.0012212
                   1182,                0.82412,                0.44791,                0.78177,                 0.8856,                0.70303,                0.81256,                0.42885,                 1.4471,                0.66523,                0.83311,              0.0012205,              0.0012205,              0.0012205
                   1183,                0.74301,                 0.3822,                0.79433,                0.87503,                0.69091,                0.79768,                0.43264,                 1.4486,                0.65364,                0.83422,              0.0012199,              0.0012199,              0.0012199
                   1184,                0.70246,                0.36187,                0.79858,                0.87849,                0.70111,                0.81599,                0.44048,                 1.4249,                0.64036,                0.83555,              0.0012192,              0.0012192,              0.0012192
                   1185,                0.77283,                0.38753,                0.79011,                0.88887,                0.69697,                0.81068,                0.44527,                 1.4118,                0.65488,                0.83447,              0.0012186,              0.0012186,              0.0012186
                   1186,                0.72944,                0.36896,                0.79269,                0.89258,                0.70502,                0.81281,                 0.4435,                 1.4182,                0.66723,                0.83276,              0.0012179,              0.0012179,              0.0012179
                   1187,                0.74932,                0.37603,                0.79504,                0.89396,                0.70303,                0.81037,                0.43858,                 1.4418,                0.67679,                  0.832,              0.0012172,              0.0012172,              0.0012172
                   1188,                 0.7551,                0.38031,                0.80371,                0.89988,                0.70813,                0.81087,                0.43402,                 1.4614,                0.65715,                0.83278,              0.0012166,              0.0012166,              0.0012166
                   1189,                0.72487,                0.35475,                0.79312,                0.90709,                0.71003,                0.81536,                0.43178,                 1.4561,                0.64466,                0.83158,              0.0012159,              0.0012159,              0.0012159
                   1190,                0.74743,                0.36585,                0.79522,                 0.9351,                 0.6986,                0.81752,                0.42602,                 1.4496,                  0.642,                0.83246,              0.0012153,              0.0012153,              0.0012153
                   1191,                0.75446,                0.38638,                0.80703,                0.93495,                0.69688,                0.81916,                0.43012,                 1.4557,                0.64844,                0.83382,              0.0012146,              0.0012146,              0.0012146
                   1192,                0.74387,                0.38309,                0.78951,                0.92285,                0.70909,                0.82819,                0.43346,                 1.4551,                0.64955,                0.83245,              0.0012139,              0.0012139,              0.0012139
                   1193,                0.86219,                 0.4043,                0.80915,                0.87219,                0.70307,                0.81881,                0.43677,                 1.4471,                0.65345,                0.83198,              0.0012133,              0.0012133,              0.0012133
                   1194,                0.75236,                0.36674,                0.79251,                 0.8728,                0.70698,                0.81557,                0.42523,                  1.455,                0.66229,                0.83544,              0.0012126,              0.0012126,              0.0012126
                   1195,                0.78512,                 0.3781,                 0.7847,                0.86674,                0.70957,                0.81452,                0.42304,                 1.4551,                0.66505,                0.83412,               0.001212,               0.001212,               0.001212
                   1196,                0.77909,                0.41965,                0.78364,                0.87919,                0.70568,                0.80987,                0.42167,                 1.4631,                0.66294,                0.83379,              0.0012113,              0.0012113,              0.0012113
                   1197,                0.72412,                0.37655,                 0.7869,                0.88561,                0.70386,                0.81171,                0.41995,                 1.4754,                0.65888,                0.83605,              0.0012106,              0.0012106,              0.0012106
                   1198,                0.74755,                0.38125,                0.79833,                0.87506,                0.72164,                0.81274,                0.41854,                 1.4766,                0.64847,                0.83733,                0.00121,                0.00121,                0.00121
                   1199,                0.75267,                0.38747,                0.80267,                0.90108,                0.71767,                0.81983,                0.42396,                 1.4611,                0.62983,                0.83932,              0.0012093,              0.0012093,              0.0012093
                   1200,                0.74116,                0.38543,                0.79137,                0.89344,                0.71515,                0.81261,                0.42664,                 1.4525,                0.63397,                0.83789,              0.0012087,              0.0012087,              0.0012087
                   1201,                0.71497,                0.37023,                0.78357,                0.89812,                0.69458,                0.80725,                0.42653,                 1.4669,                0.64437,                0.83826,               0.001208,               0.001208,               0.001208
                   1202,                0.76156,                0.37429,                0.77841,                0.91191,                0.69016,                0.80386,                0.42243,                 1.4963,                 0.6458,                0.83962,              0.0012073,              0.0012073,              0.0012073
                   1203,                0.81158,                0.41287,                0.79644,                0.92119,                0.69697,                0.80954,                 0.4241,                 1.4868,                0.66648,                0.83854,              0.0012067,              0.0012067,              0.0012067
                   1204,                0.73097,                0.39917,                 0.7672,                0.89514,                0.67258,                0.78699,                0.41528,                 1.4831,                0.67124,                0.83761,               0.001206,               0.001206,               0.001206
                   1205,                0.73678,                0.37353,                0.79409,                0.90281,                0.67558,                0.79391,                0.43018,                 1.4723,                0.67766,                0.83719,              0.0012054,              0.0012054,              0.0012054
                   1206,                0.73679,                0.37113,                0.77808,                0.90993,                0.67273,                0.80299,                 0.4337,                 1.4641,                0.66228,                0.83813,              0.0012047,              0.0012047,              0.0012047
                   1207,                0.71543,                0.39321,                0.78011,                0.91783,                0.67694,                0.80544,                0.43068,                 1.4621,                0.66596,                0.83887,               0.001204,               0.001204,               0.001204
                   1208,                0.77279,                0.39507,                0.79583,                0.91688,                0.67273,                0.80495,                0.43053,                 1.4814,                0.66382,                0.84029,              0.0012034,              0.0012034,              0.0012034
                   1209,                0.73261,                0.38697,                0.78537,                0.92541,                0.67678,                0.81039,                0.43745,                 1.4845,                0.66474,                0.84024,              0.0012027,              0.0012027,              0.0012027
                   1210,                0.71419,                0.35749,                0.79159,                0.93408,                  0.687,                0.83352,                0.43828,                 1.4889,                0.63954,                0.84181,              0.0012021,              0.0012021,              0.0012021
                   1211,                0.74798,                0.37889,                0.79123,                0.95687,                0.67233,                0.83127,                0.43815,                 1.4829,                0.64285,                0.83956,              0.0012014,              0.0012014,              0.0012014
                   1212,                0.69262,                0.35815,                0.78624,                0.92078,                0.70441,                0.83772,                0.44218,                 1.4543,                0.63778,                0.83631,              0.0012007,              0.0012007,              0.0012007
                   1213,                0.68505,                0.34688,                0.77282,                0.92833,                0.70656,                0.83291,                0.44538,                  1.435,                0.65194,                0.83666,              0.0012001,              0.0012001,              0.0012001
                   1214,                0.75354,                0.36248,                0.79376,                0.89494,                0.69091,                0.82146,                0.43392,                 1.4353,                 0.6474,                0.83636,              0.0011994,              0.0011994,              0.0011994
                   1215,                 0.7181,                0.37071,                0.79461,                0.89105,                0.69091,                 0.8228,                0.43392,                 1.4344,                0.64394,                0.83561,              0.0011988,              0.0011988,              0.0011988
                   1216,                0.72135,                0.38856,                0.78761,                0.90034,                0.69091,                 0.8131,                 0.4336,                 1.4423,                 0.6422,                0.83507,              0.0011981,              0.0011981,              0.0011981
                   1217,                0.76226,                0.38372,                0.79484,                0.90034,                0.69697,                 0.8179,                0.43515,                 1.4484,                0.65149,                0.83576,              0.0011974,              0.0011974,              0.0011974
                   1218,                 0.8262,                0.40863,                0.77723,                0.91052,                0.67835,                0.81159,                0.44306,                 1.4486,                0.66434,                0.83889,              0.0011968,              0.0011968,              0.0011968
                   1219,                0.81046,                0.38925,                0.78188,                0.91033,                0.67679,                0.81841,                0.44467,                 1.4537,                0.66855,                0.83846,              0.0011961,              0.0011961,              0.0011961
                   1220,                0.75766,                0.37874,                0.79296,                0.91894,                0.68707,                 0.8232,                 0.4458,                 1.4513,                0.65685,                0.83682,              0.0011955,              0.0011955,              0.0011955
                   1221,                0.75679,                0.39245,                0.79668,                0.90951,                0.68485,                0.81844,                0.44217,                 1.4591,                0.64109,                0.83557,              0.0011948,              0.0011948,              0.0011948
                   1222,                0.72695,                0.38333,                0.78903,                0.90146,                0.70303,                0.82053,                0.43484,                 1.4709,                0.63751,                 0.8341,              0.0011941,              0.0011941,              0.0011941
                   1223,                0.79802,                0.38023,                0.79064,                0.89588,                0.68485,                0.81224,                0.43171,                 1.4774,                0.64115,                0.83379,              0.0011935,              0.0011935,              0.0011935
                   1224,                0.68559,                0.36433,                0.77666,                0.92066,                0.70328,                0.82798,                0.43777,                  1.468,                0.63398,                 0.8345,              0.0011928,              0.0011928,              0.0011928
                   1225,                0.73819,                 0.3926,                0.82284,                0.90889,                0.69091,                0.82639,                0.45491,                 1.4514,                0.62069,                0.83407,              0.0011922,              0.0011922,              0.0011922
                   1226,                 0.7996,                0.39663,                0.79948,                0.89791,                0.69297,                  0.821,                0.45974,                 1.4238,                0.63206,                0.83285,              0.0011915,              0.0011915,              0.0011915
                   1227,                0.72541,                 0.3874,                0.77296,                0.89124,                0.69531,                0.81457,                  0.447,                 1.4264,                0.64074,                0.83212,              0.0011908,              0.0011908,              0.0011908
                   1228,                0.77966,                0.37088,                0.80227,                0.90136,                0.69697,                0.81967,                0.44496,                 1.4233,                0.62856,                0.82954,              0.0011902,              0.0011902,              0.0011902
                   1229,                0.74397,                0.38462,                0.78885,                0.86524,                0.69697,                0.80624,                0.43601,                  1.417,                 0.6237,                 0.8268,              0.0011895,              0.0011895,              0.0011895
                   1230,                0.80915,                0.39586,                0.77977,                0.88404,                0.70303,                0.80074,                0.43673,                 1.4116,                0.63848,                0.82651,              0.0011889,              0.0011889,              0.0011889
                   1231,                0.73601,                0.36849,                0.79133,                0.90079,                0.69091,                0.80586,                0.43449,                 1.4119,                0.63271,                0.82599,              0.0011882,              0.0011882,              0.0011882
                   1232,                 0.7299,                0.38009,                0.79077,                0.90932,                0.70303,                0.81833,                0.45116,                 1.3904,                0.61727,                 0.8233,              0.0011875,              0.0011875,              0.0011875
                   1233,                0.75578,                0.39245,                0.77887,                0.93422,                0.68864,                0.82394,                0.44551,                 1.3858,                0.62281,                0.82127,              0.0011869,              0.0011869,              0.0011869
                   1234,                0.69334,                0.35487,                 0.7901,                0.89319,                0.70958,                0.82478,                0.44653,                  1.377,                0.63712,                0.81935,              0.0011862,              0.0011862,              0.0011862
                   1235,                0.70503,                0.37144,                0.78626,                0.89265,                0.70909,                 0.8207,                0.44282,                 1.3877,                0.64634,                0.82109,              0.0011856,              0.0011856,              0.0011856
                   1236,                0.68209,                0.35618,                0.78095,                0.87527,                0.69697,                 0.8128,                0.44715,                 1.4042,                0.65798,                0.82598,              0.0011849,              0.0011849,              0.0011849
                   1237,                0.69951,                0.36461,                0.79451,                0.85217,                0.68485,                 0.8012,                0.43985,                 1.3954,                0.66507,                0.82699,              0.0011842,              0.0011842,              0.0011842
                   1238,                0.81899,                0.39499,                  0.793,                0.86269,                0.68541,                0.79943,                0.43803,                 1.3956,                0.67109,                0.82815,              0.0011836,              0.0011836,              0.0011836
                   1239,                 0.7738,                0.38181,                0.80787,                0.89139,                0.69637,                0.81114,                0.43652,                 1.3914,                0.66536,                0.82793,              0.0011829,              0.0011829,              0.0011829
                   1240,                0.68377,                0.37511,                0.76594,                0.89144,                 0.6967,                0.81004,                0.43815,                 1.3951,                0.64669,                0.82661,              0.0011823,              0.0011823,              0.0011823
                   1241,                0.73795,                0.37487,                0.77682,                0.90506,                0.69328,                0.81337,                0.44515,                 1.4025,                0.64571,                0.82447,              0.0011816,              0.0011816,              0.0011816
                   1242,                0.81768,                 0.3697,                0.80239,                0.91199,                0.69083,                0.81038,                 0.4374,                 1.4245,                0.65885,                0.82597,              0.0011809,              0.0011809,              0.0011809
                   1243,                0.71355,                0.35927,                0.79366,                0.90542,                0.69619,                0.80908,                0.44026,                  1.426,                0.66507,                0.82577,              0.0011803,              0.0011803,              0.0011803
                   1244,                0.70473,                0.36585,                0.79729,                0.91399,                0.70909,                 0.8205,                0.44611,                 1.4204,                0.67288,                0.82778,              0.0011796,              0.0011796,              0.0011796
                   1245,                0.71047,                0.37591,                0.76449,                 0.9196,                0.70909,                0.82328,                0.44647,                 1.4351,                0.67071,                0.82997,               0.001179,               0.001179,               0.001179
                   1246,                0.71401,                0.37435,                0.78458,                0.93624,                0.71192,                0.82845,                0.44544,                 1.4438,                0.66169,                0.83483,              0.0011783,              0.0011783,              0.0011783
                   1247,                0.73947,                0.37388,                0.79095,                0.93264,                0.70909,                0.83413,                0.44761,                 1.4399,                0.65009,                0.84107,              0.0011776,              0.0011776,              0.0011776
                   1248,                 0.6639,                0.35882,                0.76867,                0.92168,                0.71321,                0.83535,                0.44889,                 1.4332,                0.64232,                0.84332,               0.001177,               0.001177,               0.001177
                   1249,                0.71553,                0.37456,                0.76405,                 0.9244,                0.72121,                 0.8401,                0.44531,                 1.4329,                0.63286,                 0.8439,              0.0011763,              0.0011763,              0.0011763
                   1250,                0.72458,                0.36317,                 0.7867,                0.91438,                0.71515,                0.83033,                0.43644,                 1.4418,                0.64801,                 0.8444,              0.0011757,              0.0011757,              0.0011757
                   1251,                0.73101,                0.37998,                0.78994,                0.91604,                0.72121,                0.84368,                 0.4358,                 1.4418,                0.66111,                0.84202,               0.001175,               0.001175,               0.001175
                   1252,                0.70405,                 0.3692,                0.79545,                0.92092,                0.71515,                0.83311,                0.43504,                 1.4384,                0.65335,                0.83863,              0.0011743,              0.0011743,              0.0011743
                   1253,                0.71241,                0.37981,                0.77936,                0.92857,                0.70909,                0.83697,                0.44389,                 1.4247,                0.65769,                0.83632,              0.0011737,              0.0011737,              0.0011737
                   1254,                0.72606,                0.40303,                0.77341,                0.93549,                0.70909,                0.83425,                0.44951,                 1.4116,                0.63736,                0.83695,               0.001173,               0.001173,               0.001173
                   1255,                 0.7501,                0.38873,                 0.7797,                0.92089,                0.70548,                0.82784,                0.45734,                 1.4059,                0.63783,                0.83478,              0.0011724,              0.0011724,              0.0011724
                   1256,                0.72906,                0.39867,                0.79959,                0.95045,                0.69749,                0.83005,                0.45562,                  1.402,                0.63627,                0.83253,              0.0011717,              0.0011717,              0.0011717
                   1257,                0.83996,                0.43468,                 0.7822,                0.93123,                0.70303,                0.82234,                0.44628,                 1.4226,                0.64135,                0.83352,               0.001171,               0.001171,               0.001171
                   1258,                0.85496,                0.40919,                0.80246,                0.91938,                0.69091,                0.82284,                0.45572,                  1.403,                0.62492,                0.83494,              0.0011704,              0.0011704,              0.0011704
                   1259,                0.74171,                0.37621,                0.78723,                0.92744,                0.69721,                0.82372,                 0.4579,                 1.3843,                0.62713,                0.83355,              0.0011697,              0.0011697,              0.0011697
                   1260,                 0.7601,                0.37231,                0.78691,                0.91885,                0.70909,                0.82422,                0.45602,                 1.3714,                0.61737,                0.83165,              0.0011691,              0.0011691,              0.0011691
                   1261,                0.71544,                0.35503,                0.78963,                0.92025,                0.70303,                0.81911,                0.44906,                 1.3793,                0.62263,                0.83088,              0.0011684,              0.0011684,              0.0011684
                   1262,                0.73292,                0.39202,                0.79103,                0.89923,                0.70308,                0.81973,                0.44834,                 1.3792,                0.62554,                0.83308,              0.0011677,              0.0011677,              0.0011677
                   1263,                0.75516,                 0.3905,                0.78188,                0.89826,                0.69561,                0.81353,                0.44383,                 1.4079,                 0.6556,                0.83398,              0.0011671,              0.0011671,              0.0011671
                   1264,                0.81367,                0.38603,                0.80366,                0.90867,                0.70303,                  0.821,                0.44119,                 1.4174,                0.65027,                0.83172,              0.0011664,              0.0011664,              0.0011664
                   1265,                0.84283,                  0.397,                0.79551,                0.90472,                0.70303,                0.82306,                0.44085,                  1.424,                0.64028,                0.83101,              0.0011658,              0.0011658,              0.0011658
                   1266,                0.75462,                  0.388,                  0.784,                0.88993,                0.71515,                0.82392,                0.42776,                 1.4375,                0.63142,                0.83385,              0.0011651,              0.0011651,              0.0011651
                   1267,                0.75611,                0.38622,                0.78703,                    0.9,                0.70909,                0.82598,                0.43259,                 1.4387,                0.64669,                0.83642,              0.0011644,              0.0011644,              0.0011644
                   1268,                0.77594,                 0.3819,                0.78395,                0.94872,                0.67271,                0.82121,                0.43974,                 1.4456,                0.66304,                0.83891,              0.0011638,              0.0011638,              0.0011638
                   1269,                0.70776,                0.36438,                0.77718,                0.94405,                0.67879,                0.82226,                0.43297,                 1.4665,                0.66707,                   0.84,              0.0011631,              0.0011631,              0.0011631
                   1270,                0.74287,                0.37623,                0.78271,                0.94628,                0.67879,                0.82319,                0.42946,                 1.4693,                0.66695,                0.84084,              0.0011625,              0.0011625,              0.0011625
                   1271,                0.68653,                0.36617,                0.78972,                0.95754,                0.68342,                0.82369,                0.42807,                 1.4646,                0.66339,                0.83961,              0.0011618,              0.0011618,              0.0011618
                   1272,                0.73684,                0.36344,                0.77948,                 0.9384,                0.69091,                0.82368,                0.43227,                 1.4694,                0.66442,                0.84065,              0.0011611,              0.0011611,              0.0011611
                   1273,                0.69066,                0.36089,                0.80334,                0.94945,                0.68304,                0.82294,                 0.4307,                 1.4686,                0.66607,                0.84268,              0.0011605,              0.0011605,              0.0011605
                   1274,                0.72216,                0.37719,                 0.8014,                0.93723,                0.67879,                0.81836,                 0.4336,                 1.4719,                0.67415,                0.84119,              0.0011598,              0.0011598,              0.0011598
                   1275,                0.72582,                0.36769,                0.77928,                0.94769,                0.69091,                0.82678,                0.43537,                 1.4636,                0.67337,                0.83687,              0.0011592,              0.0011592,              0.0011592
                   1276,                0.86411,                0.44928,                0.78267,                0.94714,                0.68485,                0.83384,                 0.4398,                  1.464,                0.66157,                0.83472,              0.0011585,              0.0011585,              0.0011585
                   1277,                0.73668,                0.35591,                0.78101,                0.95699,                0.67427,                0.82521,                0.43144,                 1.4727,                 0.6581,                0.83373,              0.0011578,              0.0011578,              0.0011578
                   1278,                0.77067,                0.38399,                0.79686,                0.91856,                0.70303,                0.83099,                0.43474,                 1.4818,                0.65076,                0.83262,              0.0011572,              0.0011572,              0.0011572
                   1279,                0.74658,                0.38736,                0.80301,                 0.9058,                0.69931,                0.83578,                0.42993,                 1.4925,                0.64613,                0.83237,              0.0011565,              0.0011565,              0.0011565
                   1280,                0.69646,                0.35912,                0.78783,                0.88191,                0.69697,                0.82646,                0.42576,                 1.5085,                0.65855,                0.83316,              0.0011559,              0.0011559,              0.0011559
                   1281,                0.75312,                0.38111,                0.78327,                0.87183,                0.70085,                0.82704,                0.42865,                 1.5174,                0.67843,                 0.8347,              0.0011552,              0.0011552,              0.0011552
                   1282,                0.78158,                0.39435,                0.79566,                0.91676,                0.66746,                0.81367,                 0.4294,                 1.4969,                0.68313,                0.83585,              0.0011545,              0.0011545,              0.0011545
                   1283,                0.78407,                0.44038,                 0.7612,                0.87583,                0.68396,                0.81506,                0.42867,                 1.4708,                0.66377,                 0.8357,              0.0011539,              0.0011539,              0.0011539
                   1284,                0.77883,                0.39272,                0.78515,                0.86323,                0.68854,                0.80453,                0.42815,                 1.4713,                0.65834,                0.83639,              0.0011532,              0.0011532,              0.0011532
                   1285,                 0.7414,                0.37646,                 0.7962,                0.86531,                0.70087,                0.81646,                0.42968,                 1.4808,                0.64403,                0.83658,              0.0011526,              0.0011526,              0.0011526
                   1286,                0.72781,                 0.3864,                0.78747,                 0.8778,                0.70303,                0.81843,                0.43249,                 1.4695,                0.65162,                0.83577,              0.0011519,              0.0011519,              0.0011519
                   1287,                0.76533,                0.39587,                0.78399,                0.88063,                0.70303,                0.82023,                0.43228,                 1.4636,                0.66796,                0.83447,              0.0011512,              0.0011512,              0.0011512
                   1288,                0.69249,                0.37097,                0.78787,                0.88424,                0.69442,                0.81587,                0.42979,                 1.4565,                0.67996,                0.83536,              0.0011506,              0.0011506,              0.0011506
                   1289,                0.71338,                0.36399,                0.78433,                 0.8878,                0.69091,                0.81588,                0.43381,                 1.4669,                0.67631,                0.83602,              0.0011499,              0.0011499,              0.0011499
                   1290,                0.73087,                0.38032,                0.76382,                0.89671,                0.68398,                0.81376,                0.43573,                 1.4705,                 0.6651,                0.83721,              0.0011493,              0.0011493,              0.0011493
                   1291,                0.72831,                0.37711,                0.78298,                 0.8894,                0.68236,                0.81952,                0.43455,                 1.4768,                0.66757,                0.83771,              0.0011486,              0.0011486,              0.0011486
                   1292,                0.78148,                0.37578,                0.77693,                0.90721,                0.66667,                0.81936,                0.43398,                 1.4847,                0.65195,                0.83807,              0.0011479,              0.0011479,              0.0011479
                   1293,                0.81758,                0.38567,                0.80007,                0.94666,                0.67879,                 0.8252,                0.43694,                 1.4587,                 0.6421,                0.83668,              0.0011473,              0.0011473,              0.0011473
                   1294,                0.76661,                0.38511,                0.80045,                0.95717,                0.67715,                0.82819,                0.43747,                 1.4487,                0.63531,                0.83616,              0.0011466,              0.0011466,              0.0011466
                   1295,                0.71139,                0.38168,                0.77662,                0.95763,                0.68482,                0.82929,                0.43132,                  1.442,                0.63601,                0.83505,               0.001146,               0.001146,               0.001146
                   1296,                0.78498,                0.41061,                0.81322,                0.96448,                0.67879,                0.82772,                0.43079,                 1.4457,                0.64134,                0.83483,              0.0011453,              0.0011453,              0.0011453
